Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLS,2024,Global,White,Diesel,242232,490,1,Yes
A-Class,2025,Global,Yellow,Hybrid,69001,168,1,Yes
GLC,2025,Global,Black,Hybrid,137254,396,1,Yes
E-Class,2022,Global,White,Petrol,52362,241,1,Yes
GLA,2022,Global,Black,Hybrid,61004,169,1,Yes
A-Class,2023,Global,Black,Hybrid,81914,264,1,Yes
A-Class,2023,Global,Red,Electric,69938,279,1,Yes
GLB,2022,Global,Green,Petrol,82743,275,1,Yes
E-Class,2021,Global,Black,Petrol,56245,571,1,Yes
CLA,2021,Global,Silver,Diesel,68591,280,1,Yes
GLE,2021,Global,White,Petrol,145204,497,1,Yes
GLC,2023,Global,Orange,Petrol,135600,426,1,Yes
GLB,2021,Global,White,Diesel,60028,232,1,Yes
GLE,2024,Global,Blue,Electric,91701,359,1,No
GLE,2025,Global,Silver,Hybrid,162741,337,1,Yes
GLC,2022,Global,White,Electric,139089,410,1,Yes
GLE,2024,Global,Grey,Electric,87026,606,1,Yes
GLE,2023,Global,Grey,Electric,98318,577,1,No
GLS,2020,Global,White,Petrol,206377,576,1,No
GLA,2023,Global,Black,Petrol,95053,228,1,Yes
GLE,2024,Global,Black,Hybrid,152633,537,1,Yes
GLA,2020,Global,White,Petrol,51626,179,1,No
E-Class,2022,Global,Black,Petrol,50435,566,1,Yes
C-Class,2023,Global,Blue,Petrol,68414,490,1,Yes
C-Class,2022,Global,White,Petrol,64727,232,1,No
GLA,2023,Global,White,Hybrid,39760,316,1,Yes
E-Class,2025,Global,White,Hybrid,56577,267,1,No
E-Class,2022,Global,Black,Diesel,78359,562,1,Yes
GLA,2023,Global,Yellow,Hybrid,77230,389,1,Yes
GLE,2024,Global,Orange,Electric,103831,400,1,Yes
GLA,2023,Global,Black,Diesel,69507,381,1,Yes
GLB,2021,Global,Black,Petrol,37356,236,1,Yes
GLA,2025,Global,Grey,Electric,48875,302,1,Yes
GLB,2021,Global,Black,Petrol,64974,336,1,No
C-Class,2022,Global,Black,Diesel,64225,277,1,No
E-Class,2021,Global,Grey,Diesel,45665,331,1,Yes
CLA,2022,Global,Black,Diesel,83029,326,1,Yes
C-Class,2022,Global,White,Petrol,76416,402,1,Yes
CLS,2022,Global,White,Petrol,73653,358,1,Yes
A-Class,2021,Global,Black,Diesel,43362,361,1,Yes
S-Class,2021,Global,Black,Petrol,215446,709,1,Yes
C-Class,2024,Global,Red,Hybrid,74037,494,1,Yes
GLS,2020,Global,Black,Petrol,278830,552,1,Yes
A-Class,2020,Global,Grey,Petrol,73839,267,1,Yes
S-Class,2021,Global,Silver,Diesel,308375,361,1,No
E-Class,2021,Global,Black,Petrol,88189,341,1,Yes
E-Class,2025,Global,Blue,Hybrid,73686,201,1,Yes
A-Class,2021,Global,White,Petrol,82209,186,1,Yes
GLE,2023,Global,Green,Hybrid,80588,502,1,Yes
GLB,2023,Global,Red,Petrol,39900,192,1,Yes
E-Class,2022,Global,Yellow,Petrol,95326,242,1,Yes
GLE,2023,Global,Black,Petrol,73215,253,1,Yes
GLC,2020,Global,Grey,Petrol,119606,368,1,Yes
A-Class,2024,Global,Blue,Hybrid,60690,415,1,Yes
CLA,2020,Global,Silver,Petrol,56249,234,1,Yes
CLA,2021,Global,White,Petrol,92679,395,1,Yes
GLC,2025,Global,Black,Hybrid,91800,312,1,No
C-Class,2022,Global,Grey,Petrol,81510,388,1,Yes
GLC,2020,Global,Silver,Petrol,138628,453,1,Yes
GLB,2023,Global,Black,Diesel,42172,239,1,Yes
CLA,2024,Global,White,Electric,86808,393,1,No
GLA,2021,Global,Grey,Petrol,67250,171,1,No
GLC,2020,Global,Silver,Diesel,105075,231,1,Yes
GLC,2022,Global,Blue,Diesel,129009,502,1,Yes
AMG A 45,2020,Global,Yellow,Petrol,177425,400,1,Yes
GLA,2023,Global,Grey,Petrol,88609,367,1,Yes
A-Class,2023,Global,White,Hybrid,74183,191,1,Yes
GLC,2024,Global,Red,Hybrid,98729,310,1,Yes
C-Class,2025,Global,Grey,Petrol,81042,415,1,Yes
GLS,2025,Global,White,Petrol,299048,592,1,Yes
GLE,2022,Global,White,Petrol,149944,560,1,Yes
GLC,2022,Global,Grey,Petrol,120992,403,1,Yes
E-Class,2022,Global,Green,Diesel,94186,456,1,Yes
C-Class,2020,Global,Grey,Diesel,53634,275,1,Yes
A-Class,2023,Global,Grey,Petrol,54939,396,1,No
A-Class,2023,Global,Silver,Diesel,98612,280,1,Yes
GLC,2025,Global,Black,Electric,80576,451,1,Yes
C-Class,2023,Global,Silver,Hybrid,58789,331,1,Yes
GLC,2021,Global,Silver,Petrol,84864,232,1,Yes
G-Class,2024,Global,Grey,Electric,289655,549,1,Yes
A-Class,2021,Global,Black,Hybrid,76509,290,1,Yes
A-Class,2023,Global,Blue,Hybrid,45751,302,1,No
A-Class,2020,Global,Black,Petrol,76467,411,1,Yes
GLC,2023,Global,Red,Electric,159897,296,1,No
GLE,2020,Global,Green,Diesel,79785,507,1,Yes
GLE,2025,Global,White,Hybrid,103472,521,1,Yes
C-Class,2020,Global,Black,Petrol,44998,396,1,Yes
CLA,2024,Global,Grey,Electric,57094,361,1,Yes
AMG C 63,2020,Global,White,Petrol,307308,476,1,Yes
CLS,2020,Global,White,Petrol,48480,309,1,Yes
GLC,2020,Global,Silver,Petrol,76966,209,1,Yes
C-Class,2023,Global,White,Hybrid,63891,357,1,Yes
S-Class,2025,Global,White,Petrol,364024,517,1,Yes
A-Class,2021,Global,Black,Diesel,66083,325,1,Yes
CLS,2023,Global,White,Petrol,89427,382,1,Yes
E-Class,2022,Global,Grey,Petrol,72578,607,1,Yes
A-Class,2023,Global,White,Diesel,77263,312,1,No
GLC,2025,Global,White,Hybrid,91903,318,1,Yes
GLE,2020,Global,Yellow,Diesel,108233,330,1,No
E-Class,2023,Global,Silver,Petrol,90987,331,1,Yes
GLS,2022,Global,Silver,Petrol,216152,512,1,Yes
GLC,2021,Global,Silver,Hybrid,68322,373,1,Yes
GLE,2021,Global,Black,Diesel,153519,582,1,Yes
GLA,2023,Global,Black,Hybrid,94517,256,1,Yes
GLC,2022,Global,White,Hybrid,125518,358,1,Yes
CLA,2023,Global,White,Electric,61762,401,1,Yes
GLS,2021,Global,Silver,Petrol,128077,581,1,Yes
GLB,2021,Global,Black,Petrol,38500,326,1,No
C-Class,2022,Global,Silver,Petrol,51353,379,1,No
GLC,2024,Global,Black,Petrol,102650,289,1,Yes
CLA,2024,Global,White,Petrol,82881,262,1,Yes
A-Class,2020,Global,Blue,Petrol,80223,260,1,Yes
GLC,2022,Global,Red,Hybrid,146402,304,1,No
GLC,2025,Global,Silver,Petrol,134993,330,1,Yes
CLA,2023,Global,White,Hybrid,86563,254,1,No
GLC,2024,Global,Grey,Electric,78392,401,1,Yes
E-Class,2023,Global,Silver,Petrol,56279,446,1,No
AMG A 45,2024,Global,White,Hybrid,272410,412,1,Yes
S-Class,2025,Global,Silver,Hybrid,209104,367,1,Yes
GLB,2023,Global,White,Hybrid,98085,310,1,No
CLA,2023,Global,Green,Petrol,84510,340,1,Yes
C-Class,2020,Global,Green,Petrol,51041,320,1,Yes
G-Class,2023,Global,Blue,Hybrid,212353,563,1,Yes
A-Class,2023,Global,White,Petrol,70189,180,1,Yes
C-Class,2025,Global,Grey,Petrol,55716,259,1,Yes
GLC,2021,Global,Black,Petrol,63688,222,1,Yes
GLA,2021,Global,Silver,Petrol,77369,260,1,Yes
GLE,2024,Global,Silver,Hybrid,74473,429,1,Yes
GLS,2023,Global,Black,Petrol,232888,418,1,Yes
C-Class,2020,Global,Black,Diesel,86164,221,1,Yes
GLE,2025,Global,White,Hybrid,158286,263,1,Yes
GLE,2023,Global,White,Hybrid,131195,287,1,No
C-Class,2025,Global,Grey,Electric,87320,280,1,Yes
GLS,2022,Global,Grey,Petrol,191734,477,1,Yes
GLC,2021,Global,Black,Petrol,84823,227,1,Yes
CLA,2022,Global,Black,Petrol,47591,403,1,Yes
C-Class,2024,Global,Black,Hybrid,80909,292,1,Yes
A-Class,2022,Global,Blue,Petrol,50739,172,1,Yes
CLA,2021,Global,Green,Petrol,58436,345,1,Yes
C-Class,2024,Global,White,Diesel,72946,352,1,Yes
GLE,2020,Global,White,Diesel,106038,590,1,No
GLS,2020,Global,Silver,Petrol,153092,572,1,Yes
GLA,2023,Global,White,Diesel,75468,322,1,No
GLC,2022,Global,White,Petrol,121989,298,1,No
GLC,2023,Global,Green,Petrol,67681,303,1,Yes
GLS,2020,Global,Silver,Petrol,193568,406,1,Yes
C-Class,2020,Global,Silver,Petrol,82511,481,1,Yes
A-Class,2022,Global,Black,Petrol,79780,404,1,Yes
S-Class,2024,Global,White,Electric,188422,393,1,Yes
GLA,2020,Global,White,Petrol,74229,244,1,Yes
CLA,2021,Global,Blue,Petrol,69623,388,1,Yes
GLC,2024,Global,White,Electric,78310,288,1,Yes
C-Class,2022,Global,Silver,Petrol,76683,467,1,Yes
GLS,2024,Global,White,Hybrid,292739,565,1,Yes
A-Class,2023,Global,Silver,Diesel,94402,298,1,Yes
S-Class,2023,Global,Blue,Petrol,313815,700,1,Yes
E-Class,2021,Global,Blue,Hybrid,55951,280,1,Yes
GLB,2024,Global,Grey,Diesel,88285,175,1,Yes
GLE,2023,Global,Black,Hybrid,94044,503,1,Yes
G-Class,2022,Global,Red,Hybrid,311351,500,1,Yes
GLA,2020,Global,Grey,Petrol,47712,419,1,Yes
GLE,2021,Global,Blue,Petrol,138732,285,1,Yes
A-Class,2020,Global,Silver,Diesel,36569,217,1,Yes
A-Class,2024,Global,Black,Petrol,42955,345,1,Yes
G-Class,2025,Global,Black,Petrol,248837,455,1,Yes
E-Class,2024,Global,Black,Diesel,89260,283,1,Yes
E-Class,2020,Global,White,Petrol,62781,407,1,Yes
GLE,2021,Global,Black,Petrol,65444,337,1,Yes
GLC,2023,Global,Brown,Petrol,122966,471,1,Yes
GLC,2021,Global,White,Petrol,146079,375,1,Yes
GLA,2024,Global,Black,Petrol,76593,406,1,No
A-Class,2021,Global,White,Petrol,92001,167,1,Yes
C-Class,2025,Global,White,Petrol,95854,237,1,No
A-Class,2021,Global,Brown,Petrol,81141,265,1,Yes
A-Class,2021,Global,Blue,Petrol,54653,214,1,No
GLE,2020,Global,Blue,Petrol,128774,331,1,Yes
C-Class,2020,Global,Black,Petrol,37019,472,1,No
E-Class,2025,Global,White,Diesel,89902,519,1,Yes
CLA,2022,Global,Silver,Diesel,87084,309,1,Yes
E-Class,2020,Global,Red,Diesel,89814,561,1,Yes
GLC,2022,Global,Red,Petrol,70302,264,1,No
GLB,2021,Global,Black,Petrol,43958,265,1,Yes
CLA,2022,Global,White,Diesel,51734,339,1,Yes
G-Class,2021,Global,Brown,Petrol,264631,572,1,Yes
GLC,2023,Global,Black,Petrol,126974,456,1,No
GLS,2023,Global,Grey,Petrol,233947,451,1,Yes
E-Class,2021,Global,Grey,Petrol,67290,477,1,Yes
GLA,2022,Global,White,Petrol,65521,317,1,Yes
A-Class,2025,Global,Black,Electric,46372,395,1,Yes
GLC,2020,Global,White,Petrol,102784,250,1,Yes
C-Class,2024,Global,Black,Electric,69893,361,1,Yes
GLC,2025,Global,Red,Electric,174147,506,1,Yes
E-Class,2020,Global,Black,Diesel,61236,473,1,Yes
GLS,2022,Global,Silver,Hybrid,201734,450,1,Yes
GLC,2024,Global,White,Petrol,137404,406,1,Yes
A-Class,2024,Global,Black,Petrol,88699,306,1,Yes
GLC,2024,Global,White,Petrol,137968,481,1,No
GLC,2021,Global,Silver,Petrol,88334,311,1,Yes
E-Class,2021,Global,Grey,Diesel,65369,434,1,Yes
C-Class,2025,Global,Black,Petrol,62195,434,1,Yes
CLA,2022,Global,Black,Petrol,61369,387,1,Yes
A-Class,2024,Global,Silver,Hybrid,55279,290,1,Yes
E-Class,2023,Global,White,Electric,79628,296,1,Yes
GLA,2022,Global,Silver,Diesel,93702,312,1,Yes
E-Class,2025,Global,Grey,Hybrid,79633,377,1,Yes
C-Class,2023,Global,White,Petrol,51256,376,1,Yes
S-Class,2023,Global,Grey,Petrol,267261,512,1,Yes
GLC,2021,Global,Black,Petrol,130458,278,1,Yes
GLE,2023,Global,White,Petrol,83013,600,1,Yes
GLE,2023,Global,Black,Petrol,75113,474,1,Yes
C-Class,2020,Global,Yellow,Diesel,36091,346,1,No
GLC,2024,Global,White,Petrol,84794,270,1,Yes
GLS,2025,Global,Grey,Hybrid,309402,410,1,Yes
E-Class,2023,Global,White,Electric,44716,314,1,Yes
A-Class,2020,Global,Silver,Diesel,76586,282,1,Yes
E-Class,2025,Global,Silver,Hybrid,105309,485,1,Yes
A-Class,2021,Global,Black,Petrol,60324,421,1,Yes
GLE,2022,Global,Silver,Petrol,65434,443,1,Yes
GLA,2021,Global,White,Petrol,78827,173,1,Yes
GLC,2023,Global,White,Petrol,70486,476,1,Yes
E-Class,2022,Global,White,Petrol,45189,355,1,Yes
GLE,2021,Global,Black,Petrol,130500,320,1,Yes
C-Class,2023,Global,Blue,Petrol,42272,426,1,Yes
A-Class,2021,Global,Black,Diesel,46710,275,1,Yes
GLE,2023,Global,Red,Diesel,94803,418,1,Yes
GLC,2021,Global,Brown,Petrol,64767,448,1,Yes
GLE,2020,Global,Black,Petrol,62012,266,1,Yes
E-Class,2023,Global,Grey,Diesel,82651,474,1,No
GLE,2020,Global,Blue,Petrol,67850,611,1,Yes
GLC,2021,Global,Red,Petrol,65963,242,1,Yes
GLA,2021,Global,Silver,Diesel,63265,377,1,Yes
GLA,2021,Global,White,Petrol,79914,356,1,Yes
GLB,2023,Global,Yellow,Petrol,38681,340,1,Yes
GLA,2024,Global,Silver,Hybrid,89258,248,1,Yes
GLC,2025,Global,Orange,Hybrid,165058,221,1,Yes
C-Class,2021,Global,Silver,Diesel,66864,409,1,Yes
CLS,2024,Global,White,Electric,65010,419,1,Yes
GLA,2023,Global,Black,Petrol,51218,334,1,Yes
GLB,2025,Global,White,Petrol,76995,242,1,Yes
A-Class,2024,Global,Grey,Hybrid,82129,372,1,Yes
GLE,2024,Global,Grey,Hybrid,150936,299,1,Yes
C-Class,2021,Global,Silver,Diesel,63538,410,1,Yes
GLA,2024,Global,Blue,Diesel,60385,229,1,No
GLC,2022,Global,Yellow,Petrol,85128,455,1,Yes
CLA,2023,Global,Red,Petrol,80684,226,1,Yes
GLC,2023,Global,Grey,Hybrid,83599,390,1,Yes
C-Class,2024,Global,Silver,Hybrid,89135,483,1,Yes
GLA,2023,Global,Black,Diesel,71010,416,1,Yes
GLE,2025,Global,Grey,Electric,83339,373,1,Yes
A-Class,2023,Global,Grey,Hybrid,48716,357,1,Yes
GLE,2024,Global,Green,Hybrid,158909,509,1,Yes
GLB,2020,Global,Black,Petrol,58109,419,1,Yes
A-Class,2022,Global,Black,Petrol,69757,242,1,Yes
A-Class,2023,Global,Grey,Diesel,85191,370,1,Yes
GLB,2023,Global,Black,Diesel,76582,195,1,Yes
G-Class,2024,Global,Black,Petrol,218287,508,1,Yes
GLS,2024,Global,Silver,Diesel,351754,395,1,Yes
GLC,2021,Global,Black,Petrol,117590,316,1,Yes
GLA,2024,Global,White,Hybrid,99488,245,1,Yes
CLA,2025,Global,White,Petrol,73085,379,1,No
GLC,2024,Global,White,Hybrid,100039,208,1,Yes
GLA,2023,Global,Green,Diesel,81514,245,1,Yes
GLA,2021,Global,Black,Petrol,57247,264,1,Yes
GLC,2024,Global,Silver,Hybrid,116389,496,1,Yes
GLC,2025,Global,Black,Hybrid,89585,210,1,Yes
E-Class,2023,Global,Silver,Petrol,67858,277,1,Yes
GLE,2021,Global,Silver,Petrol,136239,488,1,Yes
GLC,2022,Global,Black,Electric,73597,241,1,Yes
S-Class,2022,Global,Blue,Diesel,161083,359,1,Yes
S-Class,2023,Global,Red,Petrol,378871,574,1,Yes
GLS,2023,Global,Black,Hybrid,241619,381,1,Yes
GLB,2022,Global,Black,Petrol,86123,219,1,No
GLC,2023,Global,Grey,Hybrid,81602,258,1,Yes
A-Class,2023,Global,White,Petrol,74320,340,1,Yes
C-Class,2022,Global,Black,Diesel,54909,483,1,Yes
A-Class,2020,Global,Black,Petrol,84382,302,1,Yes
GLE,2020,Global,Black,Diesel,120562,516,1,Yes
C-Class,2020,Global,White,Petrol,79433,336,1,Yes
GLC,2024,Global,Black,Hybrid,122074,284,1,Yes
GLA,2024,Global,White,Hybrid,66682,191,1,Yes
C-Class,2024,Global,Silver,Hybrid,43646,351,1,Yes
C-Class,2025,Global,Silver,Electric,87851,229,1,Yes
CLA,2021,Global,Grey,Petrol,45756,275,1,No
GLC,2023,Global,Grey,Hybrid,102319,396,1,No
GLC,2024,Global,Grey,Petrol,170029,344,1,Yes
A-Class,2024,Global,Black,Hybrid,43820,335,1,No
GLB,2024,Global,Yellow,Hybrid,40717,254,1,No
CLA,2021,Global,White,Petrol,64844,263,1,No
A-Class,2025,Global,Black,Petrol,72314,414,1,No
A-Class,2025,Global,Black,Diesel,56673,332,1,Yes
GLS,2024,Global,White,Electric,323533,481,1,No
AMG A 45,2022,Global,White,Diesel,338069,419,1,Yes
A-Class,2025,Global,White,Hybrid,76204,218,1,No
AMG C 63,2025,Global,Black,Diesel,196749,496,1,Yes
CLA,2025,Global,Grey,Hybrid,59950,247,1,Yes
C-Class,2021,Global,Silver,Hybrid,75068,228,1,Yes
GLB,2024,Global,Black,Petrol,92198,408,1,Yes
GLS,2025,Global,Grey,Hybrid,236580,399,1,Yes
GLB,2021,Global,White,Diesel,69089,363,1,Yes
A-Class,2025,Global,White,Hybrid,56607,318,1,Yes
S-Class,2020,Global,Black,Petrol,228961,670,1,Yes
GLC,2021,Global,Black,Petrol,84231,255,1,Yes
GLC,2022,Global,Black,Diesel,102513,391,1,Yes
AMG GT,2023,Global,Black,Petrol,242472,552,1,Yes
E-Class,2025,Global,Grey,Electric,78603,418,1,Yes
GLB,2023,Global,White,Electric,81074,181,1,Yes
S-Class,2022,Global,White,Petrol,179110,528,1,Yes
A-Class,2020,Global,Yellow,Petrol,52882,351,1,Yes
GLC,2020,Global,Silver,Diesel,128789,504,1,Yes
GLB,2025,Global,White,Petrol,63031,316,1,Yes
GLE,2024,Global,Silver,Diesel,100935,455,1,Yes
C-Class,2021,Global,Grey,Petrol,45797,386,1,Yes
C-Class,2020,Global,Red,Petrol,81836,353,1,Yes
A-Class,2021,Global,White,Diesel,76261,256,1,No
GLA,2022,Global,Black,Diesel,39216,412,1,Yes
GLE,2024,Global,Blue,Hybrid,115238,328,1,Yes
A-Class,2024,Global,Grey,Petrol,50627,207,1,Yes
GLC,2025,Global,Blue,Diesel,79505,402,1,No
C-Class,2024,Global,Red,Hybrid,80666,221,1,Yes
G-Class,2025,Global,Black,Electric,176454,464,1,Yes
GLC,2020,Global,Green,Diesel,123973,411,1,Yes
GLC,2022,Global,Black,Hybrid,156714,416,1,Yes
GLC,2023,Global,Blue,Hybrid,128393,266,1,Yes
GLA,2025,Global,Green,Petrol,70988,326,1,Yes
E-Class,2024,Global,Silver,Petrol,57283,576,1,Yes
GLE,2022,Global,Grey,Petrol,154478,358,1,No
E-Class,2024,Global,Silver,Petrol,87254,362,1,Yes
GLC,2023,Global,Black,Petrol,92469,246,1,Yes
A-Class,2021,Global,Black,Petrol,85826,303,1,Yes
GLC,2022,Global,Grey,Diesel,129993,321,1,Yes
GLE,2020,Global,Black,Petrol,79774,378,1,Yes
GLA,2021,Global,Black,Diesel,43700,201,1,Yes
GLC,2020,Global,White,Diesel,140295,304,1,Yes
GLB,2021,Global,Black,Diesel,90931,314,1,Yes
A-Class,2023,Global,Green,Petrol,79125,298,1,No
C-Class,2020,Global,Silver,Petrol,75617,401,1,Yes
GLS,2022,Global,White,Petrol,371601,480,1,Yes
GLA,2023,Global,Black,Petrol,67650,316,1,Yes
C-Class,2022,Global,Red,Hybrid,88081,357,1,Yes
GLA,2023,Global,Yellow,Petrol,40504,320,1,Yes
C-Class,2020,Global,Blue,Petrol,40602,370,1,Yes
GLE,2023,Global,White,Petrol,81832,256,1,Yes
A-Class,2023,Global,Black,Petrol,94004,204,1,Yes
GLC,2020,Global,Black,Petrol,148228,369,1,No
CLA,2025,Global,Orange,Electric,57150,372,1,Yes
A-Class,2025,Global,Black,Hybrid,76108,244,1,No
A-Class,2024,Global,White,Electric,57549,176,1,Yes
A-Class,2025,Global,Blue,Petrol,86917,402,1,Yes
GLA,2021,Global,White,Petrol,40108,231,1,Yes
GLA,2023,Global,Black,Petrol,79417,201,1,No
GLE,2020,Global,Grey,Petrol,82651,358,1,Yes
GLA,2024,Global,Black,Electric,40788,291,1,Yes
A-Class,2021,Global,Black,Diesel,41909,353,1,Yes
C-Class,2022,Global,Grey,Petrol,49639,408,1,Yes
GLA,2023,Global,Black,Diesel,88654,349,1,No
A-Class,2021,Global,Silver,Diesel,78543,306,1,Yes
A-Class,2025,Global,Black,Hybrid,58187,194,1,Yes
G-Class,2021,Global,Grey,Petrol,336719,503,1,Yes
A-Class,2024,Global,White,Electric,47662,173,1,No
E-Class,2025,Global,Silver,Electric,93111,591,1,Yes
A-Class,2023,Global,Silver,Electric,72699,151,1,Yes
GLE,2023,Global,Black,Petrol,144042,609,1,Yes
GLA,2022,Global,Black,Diesel,88845,410,1,Yes
A-Class,2021,Global,Grey,Petrol,36729,208,1,Yes
A-Class,2023,Global,Black,Petrol,49544,276,1,No
C-Class,2020,Global,Silver,Petrol,56412,394,1,No
GLE,2023,Global,Blue,Diesel,143331,251,1,Yes
GLA,2024,Global,Black,Petrol,102302,318,1,Yes
GLC,2024,Global,White,Hybrid,157505,402,1,Yes
A-Class,2023,Global,Black,Diesel,64978,191,1,Yes
GLB,2022,Global,Black,Petrol,74422,210,1,Yes
GLE,2024,Global,Black,Hybrid,158553,319,1,Yes
GLC,2023,Global,Brown,Petrol,116861,296,1,Yes
E-Class,2021,Global,White,Petrol,50472,463,1,No
E-Class,2025,Global,Silver,Hybrid,81525,222,1,Yes
GLC,2023,Global,Silver,Petrol,118325,406,1,Yes
S-Class,2022,Global,Black,Petrol,159042,326,1,No
G-Class,2022,Global,White,Hybrid,238402,508,1,Yes
GLB,2022,Global,Grey,Petrol,46578,163,1,Yes
A-Class,2020,Global,Silver,Petrol,60916,400,1,Yes
C-Class,2020,Global,Black,Diesel,42664,424,1,Yes
GLS,2022,Global,Black,Diesel,276306,600,1,Yes
C-Class,2024,Global,Black,Diesel,66809,293,1,Yes
GLC,2022,Global,Blue,Diesel,86090,245,1,Yes
C-Class,2023,Global,Black,Petrol,69039,498,1,Yes
E-Class,2021,Global,Black,Petrol,92734,566,1,Yes
C-Class,2025,Global,Blue,Hybrid,76531,305,1,Yes
GLC,2025,Global,White,Electric,158122,312,1,Yes
A-Class,2023,Global,Black,Hybrid,92891,374,1,Yes
A-Class,2020,Global,Black,Diesel,51737,417,1,Yes
G-Class,2025,Global,Silver,Petrol,167961,481,1,Yes
GLC,2023,Global,White,Petrol,134415,317,1,No
GLA,2021,Global,White,Hybrid,76256,324,1,Yes
GLA,2024,Global,Blue,Hybrid,65752,365,1,Yes
E-Class,2021,Global,Silver,Diesel,45880,361,1,No
GLC,2021,Global,Yellow,Petrol,76837,415,1,No
CLA,2022,Global,Brown,Petrol,83038,380,1,Yes
GLA,2022,Global,Grey,Petrol,52095,276,1,Yes
C-Class,2023,Global,Blue,Petrol,93052,275,1,Yes
GLC,2020,Global,Black,Petrol,140736,205,1,Yes
GLE,2020,Global,Black,Petrol,141122,261,1,Yes
GLC,2024,Global,White,Diesel,104136,498,1,Yes
GLC,2024,Global,Blue,Petrol,144888,432,1,Yes
CLA,2020,Global,Black,Petrol,77059,258,1,Yes
GLC,2021,Global,Grey,Diesel,128244,445,1,Yes
GLC,2023,Global,White,Hybrid,119905,453,1,Yes
S-Class,2020,Global,Blue,Petrol,344927,742,1,Yes
GLB,2023,Global,Blue,Petrol,98907,288,1,Yes
S-Class,2023,Global,Brown,Electric,344874,747,1,Yes
GLA,2024,Global,Silver,Hybrid,80821,268,1,Yes
C-Class,2024,Global,Black,Hybrid,77908,399,1,Yes
C-Class,2024,Global,Black,Petrol,83035,468,1,Yes
E-Class,2024,Global,Silver,Electric,46113,206,1,Yes
GLB,2020,Global,White,Petrol,56086,402,1,No
GLE,2020,Global,Grey,Diesel,79237,581,1,No
GLA,2023,Global,Grey,Diesel,55065,219,1,Yes
GLA,2023,Global,Black,Hybrid,46509,277,1,Yes
GLA,2024,Global,Silver,Petrol,59562,299,1,No
E-Class,2025,Global,Green,Petrol,84537,589,1,Yes
GLB,2020,Global,Green,Petrol,57720,201,1,No
GLB,2021,Global,White,Petrol,81989,336,1,Yes
A-Class,2021,Global,Silver,Petrol,48458,409,1,Yes
E-Class,2022,Global,Silver,Hybrid,48406,594,1,Yes
GLE,2020,Global,White,Petrol,110033,520,1,Yes
GLC,2023,Global,Grey,Petrol,80761,235,1,Yes
GLB,2024,Global,Black,Electric,91557,362,1,Yes
GLA,2024,Global,Black,Petrol,44111,234,1,Yes
GLC,2022,Global,White,Electric,85092,215,1,Yes
GLS,2020,Global,Grey,Diesel,305904,494,1,Yes
A-Class,2021,Global,Black,Petrol,90253,223,1,Yes
GLA,2024,Global,Silver,Petrol,41334,381,1,Yes
CLA,2024,Global,Black,Petrol,55247,403,1,Yes
E-Class,2025,Global,Black,Electric,42517,257,1,Yes
GLC,2023,Global,White,Diesel,117864,494,1,Yes
GLC,2023,Global,Silver,Petrol,158876,214,1,Yes
A-Class,2024,Global,Silver,Hybrid,66767,284,1,Yes
C-Class,2023,Global,Black,Petrol,59085,215,1,Yes
C-Class,2024,Global,Silver,Diesel,63942,298,1,Yes
C-Class,2024,Global,White,Hybrid,48119,326,1,Yes
E-Class,2022,Global,Yellow,Petrol,80013,403,1,Yes
GLE,2020,Global,Black,Petrol,100344,559,1,Yes
GLB,2025,Global,Silver,Hybrid,61665,404,1,Yes
GLS,2025,Global,White,Petrol,215807,578,1,No
GLA,2023,Global,Blue,Petrol,64892,276,1,Yes
GLC,2020,Global,Black,Diesel,87041,320,1,Yes
A-Class,2025,Global,Black,Electric,89793,224,1,Yes
A-Class,2023,Global,White,Diesel,74988,266,1,Yes
C-Class,2020,Global,White,Petrol,54668,424,1,Yes
GLC,2021,Global,White,Diesel,72088,226,1,Yes
G-Class,2020,Global,Silver,Diesel,297359,532,1,Yes
A-Class,2022,Global,Grey,Petrol,79123,266,1,Yes
AMG S 63,2025,Global,Black,Hybrid,165028,812,1,Yes
E-Class,2021,Global,Silver,Hybrid,93108,430,1,Yes
GLA,2023,Global,White,Diesel,71441,378,1,Yes
CLA,2025,Global,Black,Hybrid,96454,210,1,Yes
GLC,2020,Global,White,Diesel,124084,253,1,Yes
C-Class,2023,Global,Yellow,Hybrid,46043,224,1,Yes
GLC,2020,Global,White,Petrol,126267,270,1,Yes
CLS,2022,Global,Black,Diesel,89078,509,1,No
A-Class,2023,Global,Grey,Petrol,76136,336,1,Yes
GLB,2024,Global,Orange,Diesel,57990,210,1,Yes
A-Class,2020,Global,Silver,Petrol,38069,393,1,Yes
CLS,2025,Global,Blue,Petrol,50266,465,1,Yes
C-Class,2022,Global,Yellow,Petrol,59523,307,1,No
S-Class,2023,Global,Silver,Petrol,386617,742,1,Yes
